path_key,factor_key,method,beta_neutral,rebalance_days,average_estimated_beta,maximum_absolute_estimated_beta,regression_beta,average_gross_exposure,average_net_exposure,annualized_turnover,unpriced_weight_days,maximum_unpriced_weight,average_maximum_sector_exposure,maximum_sector_exposure,average_unknown_sector_weight,average_holding_count,minimum_holding_count,maximum_position_weight
low_volatility|60d|middle_minus_q1|beta_neutral|r63|ensemble,low_volatility|60d,middle_minus_q1,True,63,-0.01219949950963044,0.7135605280681924,0.01893995171597507,2.020891750193586,0.35975335662983104,8.00425487552294,43,0.007344777930238287,,,,206.9554333094156,55.666666666666664,0.059775417258234424
low_volatility|60d|q10_minus_middle|unconstrained_beta|r1|ensemble,low_volatility|60d,q10_minus_middle,False,1,-0.41002222754526013,0.6815965529633521,-0.4265889272574747,2.0,-1.6192135463638094e-17,48.75894346142812,0,0.0,,,,210.4960535756996,168.0,0.029411764705882353
low_volatility|60d|q10_minus_middle|unconstrained_beta|r5|ensemble,low_volatility|60d,q10_minus_middle,False,5,-0.4112110169764963,0.7190625932093027,-0.4188604683622663,2.001993714123721,-0.0003341588309400225,26.197509369338345,16,0.019675464893471415,,,,210.36020090887348,56.0,0.034359359210761935
low_volatility|60d|q10_minus_middle|unconstrained_beta|r21|ensemble,low_volatility|60d,q10_minus_middle,False,21,-0.4151883809785179,0.7248937952263028,-0.3920346863878905,2.007138243316453,-0.0008631625094115645,14.092194965915814,27,0.02877193054461974,,,,209.82675595949934,56.0,0.03521144177815733
low_volatility|60d|q10_minus_middle|unconstrained_beta|r63|ensemble,low_volatility|60d,q10_minus_middle,False,63,-0.42239715244927456,0.8029393344660186,-0.3591648521735244,2.0254071864100287,-0.0035142936410764557,8.15852425746776,43,0.025430230605839127,,,,208.47636131706926,56.0,0.03780081480759181
low_volatility|60d|q10_minus_middle|beta_neutral|r1|ensemble,low_volatility|60d,q10_minus_middle,True,1,-9.635681493713556e-19,4.85722573273506e-16,-0.001744266213208761,2.0,0.5330100326035657,50.580218235109555,0,0.0,,,,210.3259985649366,168.0,0.04401622435521047
low_volatility|60d|q10_minus_middle|beta_neutral|r5|ensemble,low_volatility|60d,q10_minus_middle,True,5,-0.0005904438005372876,0.12626323990501045,0.005635516150248868,2.0004090970278128,0.5330471332690064,26.86651762661646,16,0.02258402915276508,,,,210.19038507534083,56.0,0.04503871712568861
low_volatility|60d|q10_minus_middle|beta_neutral|r21|ensemble,low_volatility|60d,q10_minus_middle,True,21,-0.0024214712045505953,0.32500080648951923,0.0342735812368598,2.000685053509028,0.5342267554873075,14.302709656844181,27,0.032978307942754165,,,,209.66483297456747,56.0,0.046543961247533794
low_volatility|60d|q10_minus_middle|beta_neutral|r63|ensemble,low_volatility|60d,q10_minus_middle,True,63,-0.006952902191592472,0.3912819408952932,0.0677308365037309,2.0041020180204474,0.5294824122944197,8.190769309031007,43,0.031050549784594827,,,,208.3151558638284,56.0,0.048657027108408635
low_volatility|60d|q10_minus_q1|unconstrained_beta|r1|ensemble,low_volatility|60d,q10_minus_q1,False,1,-0.8449586657285695,1.438787397711643,-0.9588577383010929,2.0,1.850482349403626e-18,51.326469789430114,0,0.0,,,,84.02463525472375,67.0,0.030303030303030304
low_volatility|60d|q10_minus_q1|unconstrained_beta|r5|ensemble,low_volatility|60d,q10_minus_q1,False,5,-0.8497768774174228,1.7609228998570066,-0.9420332887089613,2.0048090222415307,-0.0008433708198731036,27.30482432961455,2,0.015735126552459042,,,,83.94443115682054,22.333333333333332,0.051758979430260726
low_volatility|60d|q10_minus_q1|unconstrained_beta|r21|ensemble,low_volatility|60d,q10_minus_q1,False,21,-0.8623382738328338,1.9101537227012448,-0.8692793066626254,2.014534375091735,-0.001253900484895377,14.825547305582356,2,0.02278568203527394,,,,83.62241887905606,22.333333333333332,0.05860079839220217
low_volatility|60d|q10_minus_q1|unconstrained_beta|r63|ensemble,low_volatility|60d,q10_minus_q1,False,63,-0.9081596616416276,4.402373933523357,-0.8097238580636991,2.064817742025217,-0.011032788651756463,9.012419204873813,2,0.02350297850625392,,,,82.88152754524435,22.333333333333332,0.1334168784668973
low_volatility|60d|q10_minus_q1|beta_neutral|r1|ensemble,low_volatility|60d,q10_minus_q1,True,1,2.9729077699695807e-18,6.661338147750939e-16,-0.02325376157996615,2.0,0.8439933644575146,51.54626286455549,0,0.0,,,,83.86964840947142,67.0,0.04874740484513292
