path_key,phase_count,phase_annual_return_mean,phase_annual_return_min,phase_annual_return_max,phase_annual_return_std,phase_sharpe_mean,phase_sharpe_min,phase_sharpe_max,phase_sharpe_std
low_volatility|180d|q10_minus_middle|unconstrained_beta|r21|ensemble,3,-0.033292701596853304,-0.03443027482054861,-0.03160727753445158,0.0012158491752492138,-0.2329094369415313,-0.2401412234915533,-0.21869855063630403,0.01004914357343085
low_volatility|180d|q10_minus_middle|unconstrained_beta|r63|ensemble,3,-0.029054988259199128,-0.032170614583914015,-0.026930146664459476,0.0022512021661876746,-0.19882839112353612,-0.22270462319282874,-0.17780576155842645,0.01844061151291193
low_volatility|180d|q10_minus_middle|beta_neutral|r1|ensemble,1,0.03361013628161036,0.03361013628161036,0.03361013628161036,0.0,0.34691073457547955,0.34691073457547955,0.34691073457547955,0.0
low_volatility|180d|q10_minus_middle|beta_neutral|r5|ensemble,3,0.04156164581339983,0.04062837287495635,0.04249060750285105,0.0007602602153137796,0.41067136937823245,0.40254468202283444,0.42073651078326735,0.007552212103710355
low_volatility|180d|q10_minus_middle|beta_neutral|r21|ensemble,3,0.03705646657356776,0.03216298295384301,0.04171927274891818,0.0039047473434587077,0.3633517011207575,0.31676373783593226,0.4062515570017504,0.036626211442355464
low_volatility|180d|q10_minus_middle|beta_neutral|r63|ensemble,3,0.04165970337573821,0.03977122418036072,0.04270978953379423,0.0013381501529778073,0.37977192146287214,0.3686895011750571,0.3882788566038787,0.008202054796827788
low_volatility|180d|q10_minus_q1|unconstrained_beta|r1|ensemble,1,-0.14046963291539583,-0.14046963291539583,-0.14046963291539583,0.0,-0.4031520082884398,-0.4031520082884398,-0.4031520082884398,0.0
low_volatility|180d|q10_minus_q1|unconstrained_beta|r5|ensemble,3,-0.13805077561146495,-0.14810383554681172,-0.12079938901100051,0.012254118497877931,-0.39159695479949513,-0.4300645051551555,-0.3220895552073779,0.0492426078007163
low_volatility|180d|q10_minus_q1|unconstrained_beta|r21|ensemble,3,-0.1284313132603937,-0.13944388284770193,-0.11923633721313853,0.00834920993670948,-0.3590863803492926,-0.40907089384843776,-0.3074364540228756,0.04150879456675725
low_volatility|180d|q10_minus_q1|unconstrained_beta|r63|ensemble,3,-0.12127961368158602,-0.1369657929948377,-0.10845096528053388,0.011815186895961175,-0.2970001808511031,-0.34227966414291067,-0.24857526965540563,0.03831926124976331
low_volatility|180d|q10_minus_q1|beta_neutral|r1|ensemble,1,0.04029277794887953,0.04029277794887953,0.04029277794887953,0.0,0.3041498280940281,0.3041498280940281,0.3041498280940281,0.0
low_volatility|180d|q10_minus_q1|beta_neutral|r5|ensemble,3,0.04337709493646691,0.03606869072525054,0.04996598317014178,0.005696312360124511,0.3192278542132576,0.28160961851377087,0.35216922567315945,0.028995049404549975
low_volatility|180d|q10_minus_q1|beta_neutral|r21|ensemble,3,0.041225887234212756,0.03623995896953369,0.05014107043462679,0.0063187292105155585,0.30693390191976394,0.27926199227486276,0.35440445837593315,0.03372029423167033
low_volatility|180d|q10_minus_q1|beta_neutral|r63|ensemble,3,0.04793840110158613,0.042607952625491885,0.05281176478035321,0.004178208587970419,0.3323708019256313,0.3075009270277257,0.3562973867322188,0.019932234647597656
low_volatility|20d|continuous_high_minus_low|unconstrained_beta|r1|ensemble,1,-0.11679997765810479,-0.11679997765810479,-0.11679997765810479,0.0,-0.6970763925966141,-0.6970763925966141,-0.6970763925966141,0.0
low_volatility|20d|continuous_high_minus_low|unconstrained_beta|r5|ensemble,3,-0.09581531512195336,-0.10103428112372348,-0.09006647588059657,0.004493236561790255,-0.5500255352904354,-0.5857398958626358,-0.5127559488955541,0.02981585902662203
low_volatility|20d|continuous_high_minus_low|unconstrained_beta|r21|ensemble,3,-0.07737636096999416,-0.07880216879378432,-0.0758152372850388,0.0012231578655802766,-0.43986172024627157,-0.4555711646817483,-0.41571685046936324,0.01732933718395926
low_volatility|20d|continuous_high_minus_low|unconstrained_beta|r63|ensemble,3,-0.05248145685286176,-0.05515846893426335,-0.04850122884470076,0.0028697839891229184,-0.2678686823081578,-0.3120938436101909,-0.2212106860244241,0.03714275252523225
low_volatility|20d|continuous_high_minus_low|beta_neutral|r1|ensemble,1,-0.03266391373665978,-0.03266391373665978,-0.03266391373665978,0.0,-0.2333437872766447,-0.2333437872766447,-0.2333437872766447,0.0
low_volatility|20d|continuous_high_minus_low|beta_neutral|r5|ensemble,3,-0.007610709948318657,-0.008205464698001208,-0.006805416432240641,0.0005906373482554173,-0.009254391383662424,-0.015031386796748241,-0.0025568616772272674,0.005134132953629337
low_volatility|20d|continuous_high_minus_low|beta_neutral|r21|ensemble,3,0.004964360790112347,0.0008319413942332599,0.009834189815531413,0.0037119580530132605,0.10115343525095759,0.06603860195392569,0.14357678311179298,0.032073906041771266
low_volatility|20d|continuous_high_minus_low|beta_neutral|r63|ensemble,3,0.03220637764735934,0.017403488029180236,0.04055368956336247,0.010495675946786756,0.3323762442657546,0.20788126185279956,0.40105765508751295,0.08818785179421403
low_volatility|20d|long_q1|unconstrained_beta|r1|ensemble,1,0.11427600325209042,0.11427600325209042,0.11427600325209042,0.0,0.5124712044310481,0.5124712044310481,0.5124712044310481,0.0
low_volatility|20d|long_q1|unconstrained_beta|r5|ensemble,3,0.14739742883149942,0.14149549025217212,0.15467759397087155,0.005469100837172847,0.6130470074025595,0.5954944467983102,0.6348225452951122,0.016330951916053625
low_volatility|20d|long_q1|unconstrained_beta|r21|ensemble,3,0.14966708333076176,0.14232012322603627,0.15906146964659063,0.006986278721450443,0.6274285455552658,0.6070823465482913,0.6559333356181349,0.02076096881632274
low_volatility|20d|long_q1|unconstrained_beta|r63|ensemble,3,0.15993905268465092,0.15375833447168663,0.16773231340673878,0.005817688076152942,0.6722678096371505,0.6452969294083791,0.6876049442071024,0.019131127473184024
low_volatility|20d|long_q10|unconstrained_beta|r1|ensemble,1,0.059452979464453826,0.059452979464453826,0.059452979464453826,0.0,0.5103029492778761,0.5103029492778761,0.5103029492778761,0.0
low_volatility|20d|long_q10|unconstrained_beta|r5|ensemble,3,0.08710724353108905,0.08209550088264561,0.09122552595794686,0.0037804799381890007,0.7036218821568485,0.669092937222457,0.7303449830692035,0.025607963354853183
low_volatility|20d|long_q10|unconstrained_beta|r21|ensemble,3,0.09849515523232595,0.0962613705732207,0.1026648767206415,0.0029509446284236534,0.7701255585921324,0.747912129304765,0.8093926513245283,0.02784581625819672
low_volatility|20d|long_q10|unconstrained_beta|r63|ensemble,3,0.11037698982266149,0.10430195047879565,0.11544127791881542,0.004603431149158041,0.8322338370726806,0.7868120748855726,0.8663850001460535,0.033448790829310154
low_volatility|20d|middle_minus_q1|unconstrained_beta|r1|ensemble,1,-0.146922324609863,-0.146922324609863,-0.146922324609863,0.0,-0.8263242411084732,-0.8263242411084732,-0.8263242411084732,0.0
low_volatility|20d|middle_minus_q1|unconstrained_beta|r5|ensemble,3,-0.12304155617300898,-0.13258549932858255,-0.10881700121071924,0.010252364633214975,-0.6670989423531836,-0.7287674343734817,-0.5827085780616733,0.06175494574747478
low_volatility|20d|middle_minus_q1|unconstrained_beta|r21|ensemble,3,-0.08512763852577658,-0.09595040614708028,-0.07843689445592916,0.007723815417756685,-0.4335831363583121,-0.5188738685994765,-0.3698193974042666,0.06272621687837103
low_volatility|20d|middle_minus_q1|unconstrained_beta|r63|ensemble,3,-0.06955641017945761,-0.08011710689565665,-0.05592330725853978,0.010113184303516376,-0.301875080414898,-0.3359174224713763,-0.27106843915231477,0.026573169163646868
low_volatility|20d|middle_minus_q1|beta_neutral|r1|ensemble,1,-0.08417172017117647,-0.08417172017117647,-0.08417172017117647,0.0,-0.6206846383582417,-0.6206846383582417,-0.6206846383582417,0.0
low_volatility|20d|middle_minus_q1|beta_neutral|r5|ensemble,3,-0.056314025058442074,-0.061971743968710524,-0.04854114275834043,0.005683349912523228,-0.39052517494079053,-0.4368406370799194,-0.32858802848972757,0.04555351857761459
low_volatility|20d|middle_minus_q1|beta_neutral|r21|ensemble,3,-0.023001620538221745,-0.03274136891248136,-0.017811498709535134,0.006892004176209912,-0.12217081154990135,-0.20361023698564734,-0.07722864637487856,0.05768947978173729
low_volatility|20d|middle_minus_q1|beta_neutral|r63|ensemble,3,-0.0026442449125931855,-0.007515995147728827,0.001123372933627742,0.0036123862344696342,0.04656431884643077,0.013585014452373072,0.06671153997348053,0.02351033388696397
low_volatility|20d|q10_minus_middle|unconstrained_beta|r1|ensemble,1,-0.13168921539430434,-0.13168921539430434,-0.13168921539430434,0.0,-1.3080430822060487,-1.3080430822060487,-1.3080430822060487,0.0
low_volatility|20d|q10_minus_middle|unconstrained_beta|r5|ensemble,3,-0.08390390129475585,-0.08764273533532085,-0.08028061199364822,0.00300668454886912,-0.7886215742179133,-0.8222680600036112,-0.7587513273455416,0.026067717163023158
low_volatility|20d|q10_minus_middle|unconstrained_beta|r21|ensemble,3,-0.057486618202508666,-0.060307854204336375,-0.05595960678099687,0.0019971774853302492,-0.5311254602468286,-0.5681330618739219,-0.512351557113983,0.026169255356940185
low_volatility|20d|q10_minus_middle|unconstrained_beta|r63|ensemble,3,-0.032792389777046606,-0.04035952502014506,-0.028660153000417354,0.005358340664808538,-0.28914145223590243,-0.36866772517281,-0.24282307328099556,0.0564877111679041
low_volatility|20d|q10_minus_middle|beta_neutral|r1|ensemble,1,-0.07546301282201173,-0.07546301282201173,-0.07546301282201173,0.0,-0.8170898000300049,-0.8170898000300049,-0.8170898000300049,0.0
low_volatility|20d|q10_minus_middle|beta_neutral|r5|ensemble,3,-0.021054517951357526,-0.027697259557032172,-0.01733440751835935,0.004708397131542861,-0.18300941245985583,-0.2534729948607195,-0.14274409927643847,0.04999449087733352
low_volatility|20d|q10_minus_middle|beta_neutral|r21|ensemble,3,-0.002944026846723976,-0.008831317967787022,0.0008439051233772865,0.00421963403622439,0.020125913722462824,-0.03251326048523855,0.056043256172653134,0.03803751572364439
low_volatility|20d|q10_minus_middle|beta_neutral|r63|ensemble,3,0.024628675714247317,0.00643310886796522,0.03646608504303672,0.013059212323006308,0.3168859195144562,0.11337143682696424,0.4478806168734842,0.14587308943487748
low_volatility|20d|q10_minus_q1|unconstrained_beta|r1|ensemble,1,-0.1898788006966814,-0.1898788006966814,-0.1898788006966814,0.0,-0.7163759974302272,-0.7163759974302272,-0.7163759974302272,0.0
low_volatility|20d|q10_minus_q1|unconstrained_beta|r5|ensemble,3,-0.16268973379674412,-0.17262652847053717,-0.14960302533647085,0.009659602883065258,-0.581259954621619,-0.6274530641733558,-0.5242966286198629,0.04279650079785092
low_volatility|20d|q10_minus_q1|unconstrained_beta|r21|ensemble,3,-0.12605287770818463,-0.13765777780757738,-0.11456937312283688,0.00942619259916075,-0.4192992840155394,-0.4838566599370205,-0.3485755068407192,0.055400156281844026
low_volatility|20d|q10_minus_q1|unconstrained_beta|r63|ensemble,3,-0.1026817180539169,-0.11071209749275068,-0.09380324768818238,0.0069290087840219935,-0.28119316695180074,-0.3168009535197843,-0.23485760138990583,0.03430249914293873
low_volatility|20d|q10_minus_q1|beta_neutral|r1|ensemble,1,-0.06192927123921799,-0.06192927123921799,-0.06192927123921799,0.0,-0.29210174333412986,-0.29210174333412986,-0.29210174333412986,0.0
low_volatility|20d|q10_minus_q1|beta_neutral|r5|ensemble,3,-0.01924613513899276,-0.020897811574203562,-0.018169958026724498,0.0011856632032057055,-0.02927564792006374,-0.040228275036023664,-0.02227169940595292,0.007844475725635987
low_volatility|20d|q10_minus_q1|beta_neutral|r21|ensemble,3,0.0038636198302829015,-5.6566746284625324e-05,0.009709833832399095,0.004213298889532416,0.10901793036613887,0.08988511731459503,0.141589384392826,0.023148514883513382
low_volatility|20d|q10_minus_q1|beta_neutral|r63|ensemble,3,0.034936050464798786,0.013031779712559421,0.04609894603868425,0.015489614321678445,0.28543860447153796,0.16213147169638104,0.3474377964379051,0.0871917664383641
low_volatility|252d|continuous_high_minus_low|unconstrained_beta|r1|ensemble,1,-0.07794454796855699,-0.07794454796855699,-0.07794454796855699,0.0,-0.3788063202738387,-0.3788063202738387,-0.3788063202738387,0.0
low_volatility|252d|continuous_high_minus_low|unconstrained_beta|r5|ensemble,3,-0.0724021382115202,-0.07715574925061552,-0.06558489031063153,0.004944029528988548,-0.3464950384236154,-0.37633321189857794,-0.30490885334626583,0.030319098283751497
low_volatility|252d|continuous_high_minus_low|unconstrained_beta|r21|ensemble,3,-0.06596087927754901,-0.0695380849437881,-0.06157862736401254,0.0032989206150171166,-0.3152653661755979,-0.3399703391133659,-0.2813402338775617,0.02480767104428152
low_volatility|252d|continuous_high_minus_low|unconstrained_beta|r63|ensemble,3,-0.06279210465067879,-0.06954242924740295,-0.05505828021327408,0.005953883733227024,-0.2888846501216526,-0.3206918914682518,-0.26533645180684196,0.02334116562181783
low_volatility|252d|continuous_high_minus_low|beta_neutral|r1|ensemble,1,0.03450274241908202,0.03450274241908202,0.03450274241908202,0.0,0.33248077045102553,0.33248077045102553,0.33248077045102553,0.0
low_volatility|252d|continuous_high_minus_low|beta_neutral|r5|ensemble,3,0.03857017256934259,0.03663737850391713,0.04177355517060599,0.002281209344245853,0.3632633313501856,0.3478604876386063,0.3875932697789987,0.01740580859410289
low_volatility|252d|continuous_high_minus_low|beta_neutral|r21|ensemble,3,0.03967975966995844,0.037744575966179195,0.04351766597299922,0.002713841929076039,0.37073976411488907,0.35110211564620536,0.4036149659483301,0.023392655200966207
low_volatility|252d|continuous_high_minus_low|beta_neutral|r63|ensemble,3,0.03872540900554481,0.03662447007944536,0.04289116201903842,0.0029456691235400915,0.3545017214294846,0.3362741311033816,0.3897541438798318,0.024932062667528343
low_volatility|252d|long_q1|unconstrained_beta|r1|ensemble,1,0.1706230319112194,0.1706230319112194,0.1706230319112194,0.0,0.6622232821128683,0.6622232821128683,0.6622232821128683,0.0
low_volatility|252d|long_q1|unconstrained_beta|r5|ensemble,3,0.1721494523371737,0.16611831008019573,0.17655597249890898,0.0044132940763121345,0.6693427135525738,0.6519217154116932,0.6818039188728835,0.012693467599287281
low_volatility|252d|long_q1|unconstrained_beta|r21|ensemble,3,0.16817779657529117,0.1646144913229619,0.1717895537528895,0.002929407324600702,0.6661197382935692,0.6589176162784756,0.6743406123343897,0.006337486021161586
low_volatility|252d|long_q1|unconstrained_beta|r63|ensemble,3,0.1712565181701049,0.16449744647685205,0.18107118555659052,0.007102802524411968,0.6886405228398438,0.6668387322193555,0.7134387562060619,0.01914200548073495
